% z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
0.125       1.3823008       151.90941       20.326499
0.125       1.4451326       142.85665       21.842072
0.125       1.5079645       133.10085       23.121948
0.125       1.5707963       128.84210       25.298087
0.125       1.6336282       122.94022       27.153380
0.125       1.6964600       114.81326       28.398356
0.125       1.7592919       110.07378       30.364618
0.125       1.8221237       105.20864       32.244472
0.125       1.8849556       102.42936       34.753464
0.125       1.9477874       97.778135       36.604687
0.125       2.0106193       93.899147       38.665305
0.125       2.0734512       90.046161       40.664636
0.125       2.1362830       85.916423       42.434863
0.125       2.1991149       81.553822       43.939824
0.125       2.2619467       80.941055       47.455465
0.125       2.3247786       76.936293       48.971825
0.125       2.3876104       75.760999       52.240382
0.125       2.4504423       71.190092       53.066842
0.125       2.5132741       69.318997       55.749646
0.125       2.5761060       64.611160       55.958875
0.125       2.6389378       62.938588       58.596912
0.125       2.7017697       59.273213       59.220722
0.125       2.7646015       58.460230       62.578971
0.125       2.8274334       56.663335       64.885781
0.125       2.8902652       53.829890       65.842582
0.125       2.9530971       53.857635       70.266887
0.125       3.0159289       51.167294       71.109238
0.125       3.0787608       49.177021       72.704337
0.125       3.1415927       47.993094       75.387375
0.125       3.2044245       46.171223       76.964733
0.125       3.2672564       44.198416       78.095606
0.125       3.3300882       43.099511       80.632442
0.125       3.3929201       41.051544       81.230783
0.125       3.4557519       40.476463       84.625351
0.125       3.5185838       38.724808       85.460064
0.125       3.5814156       37.808831       87.988858
0.125       3.6442475       36.373120       89.181423
0.125       3.7070793       35.872318       92.581741
0.125       3.7699112       34.422459       93.434122
0.125       3.8327430       33.435934       95.370231
0.125       3.8955749       32.284619       96.689785
0.125       3.9584067       31.461106       98.856560
0.125       4.0212386       30.350724       99.981314
0.125       4.1469023       28.299696       102.24061
0.125       4.2725660       28.177151       111.33550
0.125       4.3982297       26.790534       115.47430
0.125       4.5238934       25.101286       117.73439
0.125       4.6495571       24.019247       122.31069
0.125       4.7752208       23.241661       128.20879
0.125       4.9008845       21.921458       130.72634
0.125       5.0265482       20.938046       134.71501
0.125       5.1522120       19.960656       138.30129
0.125       5.2778757       18.909317       140.83920
0.125       5.4035394       17.874430       142.86881
0.125       5.5292031       17.432325       149.28398
0.125       5.6548668       16.718770       153.15872
0.125       5.7805305       15.901101       155.59676
0.125       5.9061942       15.351752       160.23279
0.125       6.0318579       14.704012       163.47804
0.125       6.1575216       13.845069       163.75071
0.125       6.2831853       13.509134       169.76078
0.125       6.4088490       12.979884       173.09367
0.125       6.5345127       12.503988       176.74960
0.125       6.6601764       12.110208       181.25044
0.125       6.7858401       11.651393       184.44164
0.125       6.9115038       11.139491       186.31733
0.125       7.0371675       10.691166       188.75088
0.125       7.1628313       10.272869       191.25648
0.125       7.2884950       9.9565118       195.29496
0.125       7.4141587       9.6816890       199.89734
0.125       7.5398224       9.3775140       203.62980
0.125       7.6654861       9.0669167       206.89452
0.125       7.7911498       8.8452588       211.92660
0.125       7.9168135       8.5266733       214.33896
0.125       8.0424772       8.2478719       217.36103
0.125       8.2938046       7.5472423       218.13229
