% z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
0.125       474.50615     0.024027337       130047.33
0.125       482.54863     0.023532707       133957.00
0.125       490.59111     0.022824942       136533.42
0.125       498.63359     0.022666888       142366.15
0.125       506.67606     0.021540149       141941.74
0.125       514.71854     0.021511729       148612.39
0.250     0.062831853       1937.3203     0.024345084
0.250      0.12566371       2994.4759      0.30103756
0.250      0.18849556       1205.0521      0.40886455
0.250      0.25132741       950.20883      0.76420329
0.250      0.31415927       679.31571       1.0670666
0.250      0.37699112       512.08184       1.3899622
0.250      0.43982297       418.69122       1.8046702
0.250      0.50265482       367.83277       2.3666293
0.250      0.56548668       307.95265       2.8211185
0.250      0.62831853       284.66625       3.5772216
0.250      0.69115038       255.78080       4.2781486
0.250      0.75398224       231.29306       5.0224567
0.250      0.81681409       220.08745       6.0762439
0.250      0.87964594       206.24428       7.1117400
0.250      0.94247780       191.39640       8.1174084
0.250       1.0053096       177.31886       9.1269304
0.250       1.0681415       166.30019       10.267137
0.250       1.1309734       147.48448       10.808706
0.250       1.1938052       149.17573       12.857864
0.250       1.2566371       133.47087       13.417955
0.250       1.3194689       132.72403       15.446046
0.250       1.3823008       129.27349       17.297660
0.250       1.4451326       122.88738       18.788870
0.250       1.5079645       113.22857       19.669784
0.250       1.5707963       109.80871       21.560889
0.250       1.6336282       105.11252       23.215838
0.250       1.6964600       97.791879       24.188222
0.250       1.7592919       95.068048       26.225183
0.250       1.8221237       90.186026       27.640323
0.250       1.8849556       88.590629       30.058092
0.250       1.9477874       85.180138       31.888441
0.250       2.0106193       81.584117       33.594286
0.250       2.0734512       79.146371       35.742316
0.250       2.1362830       75.191204       37.137585
0.250       2.1991149       72.236754       38.919945
0.250       2.2619467       70.542772       41.358986
0.250       2.3247786       67.273263       42.821072
0.250       2.3876104       65.155365       44.927354
0.250       2.4504423       62.272849       46.419710
0.250       2.5132741       60.327180       48.517997
0.250       2.5761060       56.903269       49.283172
0.250       2.6389378       55.474345       51.647573
0.250       2.7017697       52.681071       52.634418
0.250       2.7646015       52.525519       56.226137
0.250       2.8274334       50.631646       57.978831
0.250       2.8902652       48.332459       59.118343
0.250       2.9530971       47.853610       62.433566
0.250       3.0159289       46.168187       64.161779
0.250       3.0787608       43.932671       64.950981
0.250       3.1415927       42.976920       67.507988
0.250       3.2044245       41.191616       68.664019
0.250       3.2672564       39.753512       70.241762
0.250       3.3300882       38.970862       72.908386
0.250       3.3929201       37.454790       74.113703
0.250       3.4557519       37.000495       77.358041
0.250       3.5185838       35.595071       78.553188
0.250       3.5814156       34.578894       80.472136
0.250       3.6442475       33.378627       81.839376
0.250       3.7070793       32.936199       85.004004
0.250       3.7699112       31.708971       86.068803
0.250       3.8327430       30.744844       87.694359
0.250       3.8955749       30.189277       90.414409
0.250       3.9584067       29.496584       92.683671
0.250       4.0212386       28.758850       94.737365
0.250       4.1469023       26.832211       96.938911
0.250       4.2725660       26.036485       102.87716
