# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
2.250       11.561061      0.51378011       40.219866
2.250       11.812388      0.50675915       42.314091
2.250       12.063716      0.49598842       44.114879
2.250       12.315043      0.47739824       45.170915
2.250       12.566371      0.45042116       45.281274
2.250       12.817698      0.44628944       47.612061
2.250       13.069025      0.43030770       48.660771
2.250       13.320353      0.41528199       49.723369
2.250       13.571680      0.40685452       51.524082
2.250       13.823008      0.39688989       53.106532
2.250       14.074335      0.38552940       54.451697
2.250       14.325663      0.37416737       55.728879
2.250       14.576990      0.36100570       56.648430
2.250       14.828317      0.35055383       57.902936
2.250       15.079645      0.34459445       59.862088
2.250       15.330972      0.33493924       61.142808
2.250       15.582300      0.32237938       61.791988
2.250       15.833627      0.31890102       64.130909
2.250       16.084954      0.31093801       65.554661
2.250       16.587609      0.30011438       69.391847
2.250       17.090264      0.28013277       70.840316
2.250       17.592919      0.27378087       75.524361
2.250       18.095574      0.26177283       78.579978
2.250       18.598229      0.25360601       82.650321
2.250       19.100883      0.23968278       84.618913
2.250       19.603538      0.22890214       87.362185
2.250       20.106193      0.21543231       88.709604
2.250       20.608848      0.21190690       93.967243
2.250       21.111503      0.19894704       94.834242
2.250       21.614157      0.19349134       98.979835
2.250       22.116812      0.18538987       101.60705
2.250       22.619467      0.17964962       105.32796
2.250       23.122122      0.17823643       111.62200
2.250       23.624777      0.16749218       111.88399
2.250       24.127432      0.16063319       114.29805
2.250       24.630086      0.15531598       117.56667
2.250       25.132741      0.15341989       123.38760
2.250       25.635396      0.14650841       125.04113
2.250       26.138051      0.14260321       129.00875
2.250       26.640706      0.14211189       136.12498
2.250       27.143361      0.13564863       137.42841
2.250       27.646015      0.13263222       141.97665
2.250       28.148670      0.12919340       145.97693
2.250       28.651325      0.12432920       148.14177
2.250       29.153980      0.12142034       152.42467
2.250       29.656635      0.11661875       154.10057
2.250       30.159289      0.11470377       159.40842
2.250       30.661944      0.11154601       162.90085
2.250       31.164599      0.10983575       168.42192
2.250       31.667254      0.10685262       171.90426
2.250       32.169909      0.10340784       174.41074
2.250       33.175218     0.096407344       178.32891
2.250       34.180528     0.092020275       186.16160
2.250       35.185838     0.091329223       201.55042
2.250       36.191147     0.086465438       207.64423
2.250       37.196457     0.082466889       215.00799
2.250       38.201767     0.076489273       216.03352
2.250       39.207076     0.074442701       227.29284
2.250       40.212386     0.070583101       232.51476
2.250       41.217696     0.071191356       252.55074
2.250       42.223005     0.065004010       247.88933
2.250       43.228315     0.064284351       263.07552
2.250       44.233625     0.062874197       275.67685
2.250       45.238934     0.061425742       288.10962
2.250       46.244244     0.057917173       290.16877
2.250       47.249554     0.056063605       299.60179
2.250       48.254863     0.055705868       317.09871
2.250       49.260173     0.053525079       324.12712
2.250       50.265482     0.051788664       333.20732
2.250       51.270792     0.048984956       334.45913
2.250       52.276102     0.047193590       341.55674
2.250       53.281411     0.046875047       359.20233
2.250       54.286721     0.044717706       362.43540
2.250       55.292031     0.043041454       368.59108
2.250       56.297340     0.041992370       379.58084
2.250       57.302650     0.041890736       399.31201
2.250       58.307960     0.040112717       402.84305
2.250       59.313269     0.039455907       417.09778
2.250       60.318579     0.039333198       437.30337
2.250       61.323889     0.037720206       440.69018
2.250       62.329198     0.036757201       450.90735
2.250       63.334508     0.035867189       461.62444
2.250       64.339818     0.034726651       468.56801
2.250       66.350437     0.033425555       494.62976
2.250       68.361056     0.032806896       530.95986
2.250       70.371675     0.030467267       537.89491
2.250       72.382295     0.029791957       572.35613
2.250       74.392914     0.028729983       599.23938
2.250       76.403533     0.026993332       609.91187
2.250       78.414153     0.026624706       650.33696
2.250       80.424772     0.025254705       665.55212
2.250       82.435391     0.023941949       679.47091
2.250       84.446011     0.024094845       735.07526
2.250       86.456630     0.023582939       772.08141
2.250       88.467249     0.022140875       776.62722
2.250       90.477868     0.020857491       782.63526
2.250       92.488488     0.019818668       794.34243
2.250       94.499107     0.020443774       874.00608
2.250       96.509726     0.019831814       903.12103
2.250       98.520346     0.019776829       958.08643
2.250       100.53096     0.018453807       949.85165
2.250       102.54158     0.018166840       992.31536
2.250       104.55220     0.017863776       1034.2918
2.250       106.56282     0.018067022       1107.5771
2.250       108.57344     0.017597520       1141.0181
2.250       110.58406     0.017122142       1173.0215
2.250       112.59468     0.016555144       1197.1728
2.250       114.60530     0.016046306       1223.6562
2.250       116.61592     0.016417219       1318.9957
2.250       118.62654     0.016292917       1377.8904
2.250       120.63716     0.015231178       1354.7122
2.250       122.64778     0.015102447       1411.5512
2.250       124.65840     0.014920786       1464.2883
2.250       126.66902     0.013639490       1404.3636
2.250       128.67964     0.014061839       1517.8954
2.250       132.70087     0.013296669       1574.1077
2.250       136.72211     0.012461516       1613.4571
2.250       140.74335     0.012980690       1833.3767
2.250       144.76459     0.012134877       1865.0593
2.250       148.78583     0.012839066       2142.3399
2.250       152.80707     0.011658215       2107.3304
2.250       156.82831     0.013326704       2604.1523
2.250       160.84954     0.011125556       2345.5867
2.250       164.87078     0.011197229       2542.2130
2.250       168.89202    0.0099873580       2437.5205
2.250       172.91326     0.010854134       2842.8264
2.250       176.93450     0.010426813       2925.8995
2.250       180.95574     0.010172599       3053.6500
2.250       184.97698     0.010304113       3303.9532
2.250       188.99821    0.0098614604       3372.7535
2.250       193.01945    0.0087436842       3185.4292
2.250       197.04069    0.0094337223       3656.1257
2.250       201.06193    0.0086228638       3550.6783
2.250       205.08317    0.0088813716       3880.9706
2.250       209.10441    0.0085492388       3959.9278
2.250       213.12565    0.0081991064       4021.0911
2.250       217.14688    0.0079311793       4114.0431
2.250       221.16812    0.0075435098       4134.3888
2.250       225.18936    0.0078752409       4555.9370
2.250       229.21060    0.0083550262       5097.0884
2.250       233.23184    0.0071378024       4587.7346
2.250       237.25308    0.0069213546       4682.7063
2.250       241.27432    0.0075179250       5349.3563
2.250       245.29555    0.0072246669       5402.0316
2.250       249.31679    0.0075760245       5947.9352
2.250       253.33803    0.0071830373       5916.7001
2.250       257.35927    0.0066085498       5706.8423
2.250       265.40175    0.0056452645       5346.4547
2.250       273.44422    0.0057588773       5965.0536
2.250       281.48670    0.0052603696       5943.7450
2.250       289.52918    0.0053375946       6562.8558
2.250       297.57166    0.0050288580       6712.9640
2.250       305.61413    0.0051585908       7459.7048
2.250       313.65661    0.0049468004       7733.1776
2.250       321.69909    0.0048199160       8129.4135
2.250       329.74156    0.0048273360       8767.9663
2.250       337.78404    0.0048924102       9552.3562
2.250       345.82652    0.0044455193       9314.6735
2.250       353.86900    0.0041811230       9386.2203
2.250       361.91147    0.0035726484       8579.6109
2.250       369.95395    0.0039183803       10051.245
2.250       377.99643    0.0042195214       11545.069
2.250       386.03891    0.0039590607       11538.667
2.250       394.08138    0.0026471863       8207.5309
2.250       402.12386    0.0032593821       10737.052
2.250       410.16634    0.0032476071       11353.082
2.250       418.20881    0.0033805008       12526.532
2.250       426.25129    0.0027626933       10839.271
2.250       434.29377    0.0027183231       11280.339
2.250       442.33625    0.0033477195       14678.339
2.250       450.37872    0.0032361984       14977.488
2.250       458.42120    0.0030398334       14835.908
2.250       466.46368    0.0026010669       13374.430
2.250       474.50615    0.0022512534       12184.850
2.250       482.54863    0.0028651802       16309.681
2.250       490.59111    0.0028058406       16783.876
2.250       498.63359    0.0029446948       18495.034
2.250       506.67606    0.0019003279       12522.469
2.250       514.71854    0.0025351355       17513.819
2.000     0.015707963       1850.0114   0.00036324889
2.000     0.031415927       4355.3398    0.0068413518
2.000     0.047123890       2194.7584     0.011635375
2.000     0.062831853       1874.7737     0.023559101
2.000     0.078539816       1393.7237     0.034207126
2.000     0.094247780       1043.1880     0.044243167
2.000      0.10995574       855.69714     0.057629399
2.000      0.12566371       771.39900     0.077549486
2.000      0.14137167       555.60661     0.079528873
2.000      0.15707963       480.45832     0.094337771
2.000      0.17278760       425.75659      0.11126775
2.000      0.18849556       385.91179      0.13093678
2.000      0.20420352       336.80271      0.14528994
2.000      0.21991149       301.18231      0.16227195
2.000      0.23561945       264.75226      0.17544595
2.000      0.25132741       246.63896      0.19835882
2.000      0.26703538       212.26717      0.20476677
2.000      0.28274334       193.97799      0.22212624
2.000      0.29845130       173.79213      0.23405655
2.000      0.31415927       158.42526      0.24885382
2.000      0.32986723       145.28083      0.26417767
2.000      0.34557519       130.78364      0.27343327
2.000      0.36128316       125.34317      0.29944294
2.000      0.37699112       114.50202      0.31079696
2.000      0.39269908       106.38762      0.32639315
2.000      0.40840704       101.63533      0.35074753
2.000      0.42411501       94.007570      0.36331557
2.000      0.43982297       88.408726      0.38106505
2.000      0.45553093       83.731139      0.40096908
2.000      0.47123890       79.351532      0.42067719
2.000      0.48694686       73.030385      0.42718752
2.000      0.50265482       70.316013      0.45241195
2.000      0.51836279       66.531641      0.46946146
2.000      0.53407075       63.563020      0.49053632
2.000      0.54977871       61.082626      0.51422327
2.000      0.56548668       58.346235      0.53450311
2.000      0.58119464       55.818677      0.55515544
2.000      0.59690260       52.424875      0.56483043
2.000      0.61261057       50.500302      0.58819006
2.000      0.62831853       48.520215      0.60972300
2.000      0.64402649       46.349225      0.62722583
2.000      0.65973446       43.947414      0.63930940
2.000      0.67544242       43.243928      0.67508801
2.000      0.69115038       41.421945      0.69281680
2.000      0.70685835       40.302300      0.72110293
2.000      0.72256631       38.180479      0.72970069
2.000      0.73827427       37.426960      0.76297098
2.000      0.75398224       36.029058      0.78235978
2.000      0.76969020       35.260144      0.81452087
2.000      0.78539816       33.875190      0.83142225
2.000      0.80110613       32.729028      0.85245904
2.000      0.81681409       31.836189      0.87894358
2.000      0.83252205       30.731235      0.89833332
2.000      0.84823002       29.666070      0.91721508
2.000      0.86393798       29.159263      0.95256472
2.000      0.87964594       28.119265      0.96961190
2.000      0.89535391       27.340039      0.99415383
2.000      0.91106187       26.938265       1.0320090
2.000      0.92676983       26.007971       1.0487993
2.000      0.94247780       25.265616       1.0715527
2.000      0.95818576       24.467219       1.0904456
2.000      0.97389372       24.190739       1.1320200
2.000      0.98960169       23.420045       1.1498449
2.000       1.0053096       23.032455       1.1855232
2.000       1.0367256       22.299294       1.2587886
2.000       1.0681415       20.799219       1.2841142
2.000       1.0995574       20.101926       1.3538223
2.000       1.1309734       18.881037       1.3837360
2.000       1.1623893       18.297703       1.4558668
2.000       1.1938052       17.693701       1.5250685
2.000       1.2252211       16.915321       1.5761369
2.000       1.2566371       16.616404       1.6704632
2.000       1.2880530       15.773957       1.7077021
2.000       1.3194689       15.336580       1.7848276
2.000       1.3508848       14.835193       1.8527569
2.000       1.3823008       14.335812       1.9182279
2.000       1.4137167       14.074910       2.0146659
2.000       1.4451326       13.342513       2.0400039
2.000       1.4765485       13.139296       2.1428192
2.000       1.5079645       12.627189       2.1935638
2.000       1.5393804       12.277372       2.2688905
2.000       1.5707963       11.932652       2.3429707
2.000       1.6022123       11.776992       2.4539447
2.000       1.6336282       11.378295       2.5130846
2.000       1.6650441       10.930863       2.5562419
2.000       1.6964600       10.695993       2.6455884
2.000       1.7278760       10.516982       2.7485210
2.000       1.7592919       10.116920       2.7908229
2.000       1.7907078       10.017403       2.9140675
2.000       1.8221237       9.7980205       3.0029092
2.000       1.8535397       9.6489584       3.1128367
2.000       1.8849556       9.3354974       3.1674596
2.000       1.9163715       9.1264285       3.2539452
2.000       1.9477874       8.8815065       3.3249229
2.000       1.9792034       8.7630153       3.4418750
2.000       2.0106193       8.5710199       3.5293303
2.000       2.0734512       8.1601246       3.6850932
2.000       2.1362830       7.8330347       3.8688034
2.000       2.1991149       7.6485278       4.1208978
2.000       2.2619467       7.3444059       4.3060001
2.000       2.3247786       7.0220922       4.4697328
2.000       2.3876104       6.6993293       4.6194682
2.000       2.4504423       6.3988109       4.7698306
2.000       2.5132741       6.2210110       5.0032339
2.000       2.5761060       6.2006732       5.3703214
2.000       2.6389378       5.8689690       5.4641115
2.000       2.7017697       5.6734781       5.6684539
2.000       2.7646015       5.5976839       5.9920616
2.000       2.8274334       5.4211636       6.2078315
2.000       2.8902652       5.2892183       6.4695615
2.000       2.9530971       5.1277975       6.6901262
2.000       3.0159289       4.9767998       6.9164581
2.000       3.0787608       4.8723353       7.2033625
2.000       3.1415927       4.7200184       7.4141876
2.000       3.2044245       4.6185102       7.6987870
2.000       3.2672564       4.5286371       8.0017949
2.000       3.3300882       4.3718520       8.1790511
2.000       3.3929201       4.2259993       8.3622002
2.000       3.4557519       4.1594033       8.6961890
2.000       3.5185838       4.0163910       8.8635955
2.000       3.5814156       3.9362538       9.1604652
2.000       3.6442475       3.8401818       9.4155485
2.000       3.7070793       3.7676769       9.7238792
2.000       3.7699112       3.6992825       10.041096
2.000       3.8327430       3.5969075       10.259558
2.000       3.8955749       3.5054020       10.498391
2.000       3.9584067       3.4721902       10.910258
2.000       4.0212386       3.3574747       11.060189
2.000       4.1469023       3.2239000       11.647246
2.000       4.2725660       3.0395606       12.010122
2.000       4.3982297       2.9920035       12.896328
2.000       4.5238934       2.8181366       13.218111
2.000       4.6495571       2.7535807       14.021770
2.000       4.7752208       2.6229257       14.468937
2.000       4.9008845       2.5423816       15.161229
2.000       5.0265482       2.4253176       15.604449
2.000       5.1522120       2.3269696       16.122861
2.000       5.2778757       2.2517632       16.771444
2.000       5.4035394       2.1774092       17.403848
2.000       5.5292031       2.1082400       18.054187
2.000       5.6548668       2.0346430       18.639129
2.000       5.7805305       1.9442608       19.025140
2.000       5.9061942       1.9046181       19.879311
2.000       6.0318579       1.8502169       20.570564
2.000       6.1575216       1.7612903       20.831428
2.000       6.2831853       1.7171726       21.578627
2.000       6.4088490       1.6826306       22.438776
2.000       6.5345127       1.5957764       22.557030
2.000       6.6601764       1.5677027       23.463411
2.000       6.7858401       1.5470253       24.489423
2.000       6.9115038       1.4677512       24.549371
2.000       7.0371675       1.4487512       25.577479
2.000       7.1628313       1.3932188       25.938434
2.000       7.2884950       1.3574083       26.625289
2.000       7.4141587       1.3252710       27.362803
2.000       7.5398224       1.2748928       27.683900
2.000       7.6654861       1.2459385       28.430597
2.000       7.7911498       1.2140388       29.087574
2.000       7.9168135       1.1721033       29.463708
2.000       8.0424772       1.1445531       30.163083
2.000       8.2938046       1.1033639       31.889698
2.000       8.5451320       1.0156938       32.106236
2.000       8.7964594      0.97584338       33.649150
2.000       9.0477868      0.96810370       36.326137
2.000       9.2991143      0.90693379       36.946270
2.000       9.5504417      0.89224209       39.375251
2.000       9.8017691      0.83792839       39.975193
2.000       10.053096      0.81639366       42.021296
2.000       10.304424      0.78234286       43.364918
2.000       10.555751      0.74600075       44.450533
2.000       10.807079      0.70197215       44.886432
2.000       11.058406      0.69938592       47.914257
2.000       11.309734      0.66328712       48.610372
2.000       11.561061      0.64502788       50.494237
2.000       11.812388      0.62478333       52.169040
2.000       12.063716      0.59909618       53.285630
2.000       12.315043      0.57384985       54.297064
2.000       12.566371      0.56024297       56.321766
2.000       12.817698      0.55068967       58.749923
2.000       13.069025      0.52525504       59.397764
2.000       13.320353      0.51725663       61.933199
2.000       13.571680      0.49681943       62.917244
2.000       13.823008      0.47369886       63.384088
2.000       14.074335      0.46731161       66.002516
2.000       14.325663      0.44953919       66.954838
2.000       14.576990      0.44170363       69.311418
2.000       14.828317      0.42630635       70.415404
2.000       15.079645      0.41296831       71.739826
2.000       15.330972      0.40618849       74.149282
2.000       15.582300      0.39331972       75.389459
2.000       15.833627      0.38733046       77.892050
2.000       16.084954      0.37795386       79.683526
2.000       16.587609      0.37234821       86.093608
2.000       17.090264      0.33454374       84.599830
2.000       17.592919      0.32099845       88.549660
2.000       18.095574      0.31888888       95.725294
2.000       18.598229      0.29573141       96.379008
2.000       19.100883      0.28597410       100.96185
2.000       19.603538      0.26932039       102.78811
2.000       20.106193      0.26051730       107.27447
2.000       20.608848      0.25110154       111.34758
2.000       21.111503      0.24186774       115.29372
2.000       21.614157      0.23720301       121.34039
2.000       22.116812      0.22934468       125.69746
2.000       22.619467      0.21816995       127.91230
2.000       23.122122      0.21214595       132.85811
2.000       23.624777      0.19978125       133.45293
2.000       24.127432      0.19870288       141.38642
2.000       24.630086      0.18911585       143.15153
2.000       25.132741      0.18508937       148.85770
2.000       25.635396      0.17627979       150.45024
2.000       26.138051      0.17191294       155.52436
2.000       26.640706      0.16720216       160.15825
2.000       27.143361      0.16329009       165.43254
2.000       27.646015      0.15736942       168.45668
2.000       28.148670      0.15049781       170.04900
2.000       28.651325      0.15119034       180.14758
2.000       29.153980      0.14517208       182.24134
2.000       29.656635      0.14282781       188.73334
2.000       30.159289      0.13729581       190.80549
2.000       30.661944      0.13292684       194.12525
2.000       31.164599      0.13087045       200.67648
2.000       31.667254      0.12754191       205.18915
2.000       32.169909      0.12414878       209.39302
2.000       33.175218      0.11350071       209.94726
2.000       34.180528      0.11517736       233.00952
2.000       35.185838      0.10418236       229.91544
2.000       36.191147      0.10145431       243.63957
2.000       37.196457     0.098532862       256.89526
2.000       38.201767     0.095778834       270.51425
2.000       39.207076     0.090653417       276.78835
2.000       40.212386     0.087492957       288.21918
2.000       41.217696     0.083584235       296.51438
2.000       42.223005     0.080289976       306.18155
2.000       43.228315     0.076819001       314.37198
2.000       44.233625     0.072952242       319.86483
2.000       45.238934     0.071498783       335.35594
2.000       46.244244     0.070105081       351.23097
2.000       47.249554     0.067483035       360.62679
2.000       48.254863     0.063956988       364.06718
2.000       49.260173     0.062379081       377.74352
2.000       50.265482     0.059829034       384.93892
2.000       51.270792     0.056192111       383.66810
2.000       52.276102     0.057107425       413.30667
2.000       53.281411     0.056149168       430.26968
2.000       54.286721     0.053905642       436.90329
2.000       55.292031     0.051802622       443.61847
2.000       56.297340     0.050386313       455.45605
2.000       57.302650     0.048023903       457.77474
2.000       58.307960     0.048062737       482.68332
2.000       59.313269     0.046084392       487.16907
2.000       60.318579     0.045592085       506.88917
2.000       61.323889     0.044237645       516.83428
2.000       62.329198     0.042929769       526.62737
2.000       63.334508     0.042367671       545.28814
2.000       64.339818     0.041698193       562.63529
2.000       66.350437     0.040439201       598.41736
2.000       68.361056     0.038571520       624.25683
2.000       70.371675     0.035882843       633.50606
2.000       72.382295     0.034071131       654.56662
2.000       74.392914     0.033566281       700.11308
2.000       76.403533     0.030872872       697.56971
2.000       78.414153     0.031673822       773.66703
2.000       80.424772     0.029183819       769.09838
2.000       82.435391     0.029412355       834.72068
2.000       84.446011     0.027391518       835.64875
2.000       86.456630     0.027305717       893.96137
2.000       88.467249     0.025028484       877.91481
2.000       90.477868     0.024912812       934.80299
2.000       92.488488     0.024375101       976.96660
2.000       94.499107     0.023926170       1022.8844
2.000       96.509726     0.022266988       1014.0164
2.000       98.520346     0.021489827       1041.0724
2.000       100.53096     0.022063770       1135.6632
2.000       102.54158     0.020634028       1127.0789
2.000       104.55220     0.020478640       1185.6894
2.000       106.56282     0.019387722       1188.5411
2.000       108.57344     0.018987222       1231.1260
2.000       110.58406     0.018406241       1260.9939
2.000       112.59468     0.019270260       1393.5144
2.000       114.60530     0.018490410       1410.0383
2.000       116.61592     0.018053496       1450.4578
2.000       118.62654     0.017079812       1444.4381
2.000       120.63716     0.016647972       1480.7267
2.000       122.64778     0.016630403       1554.3617
2.000       124.65840     0.015300748       1501.5767
2.000       126.66902     0.015578328       1603.9923
2.000       128.67964     0.015942955       1720.9512
2.000       132.70087     0.015836804       1874.8181
2.000       136.72211     0.012392945       1604.5788
2.000       140.74335     0.013751782       1942.2848
2.000       144.76459     0.012906165       1983.6019
2.000       148.78583     0.012291986       2051.0537
2.000       152.80707     0.013124897       2372.4468
2.000       156.82831     0.013072721       2554.5217
2.000       160.84954     0.011954515       2520.3549
2.000       164.87078     0.012500696       2838.1512
2.000       168.89202     0.011883151       2900.2088
2.000       172.91326     0.010649620       2789.2616
2.000       176.93450     0.011339805       3182.0968
2.000       180.95574     0.010888305       3268.4932
2.000       184.97698     0.010983709       3521.8618
2.000       188.99821    0.0097727646       3342.4183
2.000       193.01945    0.0092016086       3352.2566
2.000       197.04069    0.0089276986       3460.0115
2.000       201.06193    0.0092736832       3818.6693
2.000       205.08317    0.0096597854       4221.1209
2.000       209.10441    0.0091619204       4243.7162
2.000       213.12565    0.0080739420       3959.7067
2.000       217.14688    0.0080352630       4168.0331
2.000       221.16812    0.0088430824       4846.6485
2.000       225.18936    0.0087247190       5047.3720
2.000       229.21060    0.0075753277       4621.4236
2.000       233.23184    0.0080964774       5203.9112
2.000       237.25308    0.0082369873       5572.8097
2.000       241.27432    0.0069099413       4916.7474
2.000       245.29555    0.0072337772       5408.8435
2.000       249.31679    0.0067084151       5266.7752
2.000       253.33803    0.0077407702       6376.1072
2.000       257.35927    0.0068220606       5891.2205
2.000       265.40175    0.0067065724       6351.5864
2.000       273.44422    0.0062454683       6469.0652
2.000       281.48670    0.0055563958       6278.2280
2.000       289.52918    0.0061063709       7508.1070
2.000       297.57166    0.0054359527       7256.3899
2.000       305.61413    0.0056006502       8098.9555
2.000       313.65661    0.0050391712       7877.5779
2.000       321.69909    0.0056021637       9448.7758
2.000       329.74156    0.0041090059       7463.2521
2.000       337.78404    0.0046310132       9041.9825
2.000       345.82652    0.0044036571       9226.9600
2.000       353.86900    0.0046165489       10363.710
2.000       361.91147    0.0046739151       11224.271
2.000       369.95395    0.0040906159       10493.056
2.000       377.99643    0.0039584560       10830.766
2.000       386.03891    0.0039954915       11644.845
2.000       394.08138    0.0033765942       10469.040
2.000       402.12386    0.0032698563       10771.556
2.000       410.16634    0.0035485600       12405.163
2.000       418.20881    0.0031781465       11776.703
2.000       426.25129    0.0028903657       11340.186
2.000       434.29377    0.0032559617       13511.400
2.000       442.33625    0.0032387689       14200.636
2.000       450.37872    0.0028969222       13407.280
2.000       458.42120    0.0031503443       15375.256
2.000       466.46368    0.0029191830       15010.152
2.000       474.50615    0.0024265367       13133.566
2.000       482.54863    0.0024254354       13806.488
2.000       490.59111    0.0027925693       16704.490
2.000       498.63359    0.0031127604       19550.620
2.000       506.67606    0.0026126298       17216.279
2.000       514.71854    0.0023932283       16533.463
1.750     0.015707963       2177.9482   0.00042763913
1.750     0.031415927       5131.0745    0.0080598730
1.750     0.047123890       2581.5477     0.013685914
1.750     0.062831853       2210.2012     0.027774207
1.750     0.078539816       1643.2745     0.040332024
1.750     0.094247780       1230.6695     0.052194540
1.750      0.10995574       1008.3727     0.067911775
1.750      0.12566371       906.08915     0.091090016
1.750      0.14137167       657.12998     0.094060807
1.750      0.15707963       569.76556      0.11187321
1.750      0.17278760       505.23979      0.13203999
1.750      0.18849556       456.28320      0.15481324
1.750      0.20420352       399.41269      0.17229862
1.750      0.21991149       358.18335      0.19298315
1.750      0.23561945       314.87126      0.20865880
1.750      0.25132741       293.95780      0.23641489
1.750      0.26703538       253.46047      0.24450452
1.750      0.28274334       232.96562      0.26677138
1.750      0.29845130       208.55322      0.28087145
1.750      0.31415927       190.73371      0.29960380
1.750      0.32986723       175.17924      0.31854471
1.750      0.34557519       157.48393      0.32925637
1.750      0.36128316       151.50812      0.36195062
1.750      0.37699112       139.01502      0.37733349
1.750      0.39269908       128.83163      0.39525049
1.750      0.40840704       123.39037      0.42582506
1.750      0.42411501       114.11643      0.44103123
1.750      0.43982297       107.22193      0.46215494
1.750      0.45553093       102.08110      0.48884279
1.750      0.47123890       96.988094      0.51417633
1.750      0.48694686       89.345030      0.52261921
1.750      0.50265482       86.091899      0.55391371
1.750      0.51836279       81.689176      0.57641626
1.750      0.53407075       78.079811      0.60256707
1.750      0.54977871       75.261781      0.63359029
1.750      0.56548668       71.724437      0.65705926
1.750      0.58119464       69.201895      0.68826083
1.750      0.59690260       64.746453      0.69758424
1.750      0.61261057       62.640948      0.72959531
1.750      0.62831853       60.284230      0.75755398
1.750      0.64402649       57.608237      0.77958962
1.750      0.65973446       54.786014      0.79698008
1.750      0.67544242       53.897125      0.84139680
1.750      0.69115038       51.740517      0.86540358
1.750      0.70685835       50.127290      0.89689511
1.750      0.72256631       47.878007      0.91503867
1.750      0.73827427       46.834447      0.95474823
1.750      0.75398224       45.172107      0.98089824
1.750      0.76969020       44.229633       1.0217190
1.750      0.78539816       42.591195       1.0453452
1.750      0.80110613       41.240399       1.0741459
1.750      0.81681409       40.137690       1.1081340
1.750      0.83252205       38.730871       1.1321781
1.750      0.84823002       37.451055       1.1579111
1.750      0.86393798       36.807165       1.2024038
1.750      0.87964594       35.536671       1.2253798
1.750      0.89535391       34.682943       1.2611606
1.750      0.91106187       34.162031       1.3087526
1.750      0.92676983       33.021654       1.3316336
1.750      0.94247780       32.204125       1.3658253
1.750      0.95818576       31.183161       1.3897591
1.750      0.97389372       30.802715       1.4414313
1.750      0.98960169       29.816158       1.4638724
1.750       1.0053096       29.426685       1.5146460
1.750       1.0367256       28.517230       1.6097893
1.750       1.0681415       26.851456       1.6577707
1.750       1.0995574       25.844507       1.7405731
1.750       1.1309734       24.434038       1.7906991
1.750       1.1623893       23.693005       1.8851469
1.750       1.1938052       22.981374       1.9808275
1.750       1.2252211       21.838471       2.0348665
1.750       1.2566371       21.552437       2.1666873
1.750       1.2880530       20.514471       2.2209141
1.750       1.3194689       19.982909       2.3255542
1.750       1.3508848       19.248852       2.4039757
1.750       1.3823008       18.735201       2.5068957
1.750       1.4137167       18.261620       2.6139467
1.750       1.4451326       17.467891       2.6707537
1.750       1.4765485       17.338537       2.8276516
1.750       1.5079645       16.567767       2.8781112
1.750       1.5393804       16.223384       2.9981239
1.750       1.5707963       15.680213       3.0788026
1.750       1.6022123       15.548553       3.2398164
1.750       1.6336282       15.020853       3.3176036
1.750       1.6650441       14.376220       3.3619573
1.750       1.6964600       14.145879       3.4988965
1.750       1.7278760       13.902912       3.6334042
1.750       1.7592919       13.410861       3.6994794
1.750       1.7907078       13.249348       3.8542416
1.750       1.8221237       12.957163       3.9711269
1.750       1.8535397       12.814850       4.1341807
1.750       1.8849556       12.429719       4.2173042
1.750       1.9163715       12.040808       4.2930409
1.750       1.9477874       11.808550       4.4207047
1.750       1.9792034       11.763193       4.6202635
1.750       2.0106193       11.369964       4.6818651
1.750       2.0734512       10.987714       4.9620260
1.750       2.1362830       10.447333       5.1600281
1.750       2.1991149       10.204713       5.4981272
1.750       2.2619467       9.8612202       5.7815998
1.750       2.3247786       9.4183103       5.9949841
1.750       2.3876104       9.0200716       6.2197172
1.750       2.4504423       8.6928684       6.4798774
1.750       2.5132741       8.3375336       6.7054424
1.750       2.5761060       8.2817934       7.1727522
1.750       2.6389378       7.8968481       7.3521019
1.750       2.7017697       7.7027763       7.6959550
1.750       2.7646015       7.5754057       8.1091211
1.750       2.8274334       7.2396457       8.2901945
1.750       2.8902652       7.0985506       8.6826650
1.750       2.9530971       6.8504092       8.9375803
1.750       3.0159289       6.7138370       9.3304882
1.750       3.0787608       6.5151436       9.6321247
1.750       3.1415927       6.3229630       9.9320871
1.750       3.2044245       6.1437107       10.241207
1.750       3.2672564       6.0322619       10.658598
1.750       3.3300882       5.7919382       10.835810
1.750       3.3929201       5.6149963       11.110679
1.750       3.4557519       5.5567200       11.617601
1.750       3.5185838       5.3158410       11.731294
1.750       3.5814156       5.2303708       12.172139
1.750       3.6442475       5.1646677       12.662989
1.750       3.7070793       4.9604336       12.802227
1.750       3.7699112       4.8848117       13.259021
1.750       3.8327430       4.7616347       13.581741
1.750       3.8955749       4.6294304       13.864764
1.750       3.9584067       4.5850564       14.407088
1.750       4.0212386       4.4579765       14.685460
1.750       4.1469023       4.1847582       15.118616
1.750       4.2725660       4.0005146       15.807110
1.750       4.3982297       3.9602138       17.069571
1.750       4.5238934       3.6759171       17.241421
1.750       4.6495571       3.5763987       18.211719
1.750       4.7752208       3.4078935       18.799082
1.750       4.9008845       3.2755879       19.533629
1.750       5.0265482       3.2318156       20.793443
1.750       5.1522120       3.1035544       21.503581
