# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
2.500       4.0212386       1.9370366       6.3809834
2.500       4.1469023       1.8305000       6.6131960
2.500       4.2725660       1.7663169       6.9791931
2.500       4.3982297       1.6803354       7.2426909
2.500       4.5238934       1.6248797       7.6212915
2.500       4.6495571       1.5778807       8.0348759
2.500       4.7752208       1.5019047       8.2850099
2.500       4.9008845       1.4448798       8.6163906
2.500       5.0265482       1.4025721       9.0241235
2.500       5.1522120       1.3434757       9.3085327
2.500       5.2778757       1.2848843       9.5699955
2.500       5.4035394       1.2382142       9.8969411
2.500       5.5292031       1.2127591       10.385620
2.500       5.6548668       1.1687780       10.707040
2.500       5.7805305       1.1472707       11.226367
2.500       5.9061942       1.0848031       11.322552
2.500       6.0318579       1.0538664       11.716803
2.500       6.1575216       1.0134071       11.985938
