% z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
0.125     0.062831853       2163.4677     0.027186937
0.125      0.12566371       3335.6948      0.33534061
0.125      0.18849556       1357.0045      0.46042078
0.125      0.25132741       1082.2975      0.87043530
0.125      0.31415927       777.39813       1.2211341
0.125      0.37699112       585.91339       1.5903658
0.125      0.43982297       483.52273       2.0841112
0.125      0.50265482       429.93888       2.7662189
0.125      0.56548668       360.51235       3.3026119
0.125      0.62831853       336.61749       4.2300602
0.125      0.69115038       300.54037       5.0267899
0.125      0.75398224       271.01461       5.8849977
0.125      0.81681409       261.30902       7.2143021
0.125      0.87964594       245.31898       8.4591188
0.125      0.94247780       228.28559       9.6819343
0.125       1.0053096       213.04271       10.965703
0.125       1.0681415       200.20402       12.360312
0.125       1.1309734       177.47194       13.006399
0.125       1.1938052       177.04623       15.260099
0.125       1.2566371       157.72769       15.856517
0.125       1.3194689       156.99572       18.270716
0.125       1.3823008       153.61049       20.554114
0.125       1.4451326       144.58186       22.105848
0.125       1.5079645       134.79527       23.416299
0.125       1.5707963       130.46358       25.616464
0.125       1.6336282       124.60397       27.520847
0.125       1.6964600       116.34869       28.778136
0.125       1.7592919       111.60732       30.787656
0.125       1.8221237       106.66305       32.690222
0.125       1.8849556       103.88481       35.247287
0.125       1.9477874       99.288397       37.170076
0.125       2.0106193       95.233033       39.214566
0.125       2.0734512       91.429394       41.289300
0.125       2.1362830       87.232923       43.085093
0.125       2.1991149       82.845600       44.635813
0.125       2.2619467       82.179675       48.181663
0.125       2.3247786       78.147418       49.742736
0.125       2.3876104       76.985571       53.084776
0.125       2.4504423       72.277642       53.877528
0.125       2.5132741       70.459889       56.667205
0.125       2.5761060       65.610137       56.824075
0.125       2.6389378       63.975941       59.562706
0.125       2.7017697       60.294880       60.241484
0.125       2.7646015       59.407014       63.592459
0.125       2.8274334       57.659430       66.026420
0.125       2.8902652       54.756749       66.976279
0.125       2.9530971       54.879241       71.599754
0.125       3.0159289       52.177733       72.513485
0.125       3.0787608       50.181850       74.189898
0.125       3.1415927       48.991168       76.955146
0.125       3.2044245       47.106720       78.524152
0.125       3.2672564       45.081834       79.656547
0.125       3.3300882       43.878696       82.090176
0.125       3.3929201       41.885453       82.880882
0.125       3.4557519       41.272165       86.288949
0.125       3.5185838       39.501756       87.174677
0.125       3.5814156       38.560142       89.737313
0.125       3.6442475       37.094293       90.949631
0.125       3.7070793       36.578001       94.403014
0.125       3.7699112       35.159374       95.434355
0.125       3.8327430       34.149294       97.404967
0.125       3.8955749       32.996999       98.823306
0.125       3.9584067       32.159627       101.05144
0.125       4.0212386       31.030977       102.22220
0.125       4.1469023       28.917085       104.47110
0.125       4.2725660       28.850674       113.99677
0.125       4.3982297       27.368353       117.96486
0.125       4.5238934       25.692642       120.50807
0.125       4.6495571       24.596884       125.25213
0.125       4.7752208       23.795936       131.26636
0.125       4.9008845       22.420902       133.70473
0.125       5.0265482       21.437804       137.93044
0.125       5.1522120       20.422008       141.49786
0.125       5.2778757       19.364747       144.23131
0.125       5.4035394       18.319941       146.42974
0.125       5.5292031       17.863748       152.97852
0.125       5.6548668       17.155459       157.15917
0.125       5.7805305       16.312834       159.62568
0.125       5.9061942       15.768190       164.57932
0.125       6.0318579       15.110222       167.99425
0.125       6.1575216       14.246700       168.50096
0.125       6.2831853       13.867619       174.26564
0.125       6.4088490       13.320451       177.63531
0.125       6.5345127       12.835488       181.43551
0.125       6.6601764       12.443414       186.23745
