# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
3.000       377.99643    0.0041260307       11289.269
3.000       386.03891    0.0031567711       9200.3973
3.000       394.08138    0.0035561875       11025.865
3.000       402.12386    0.0027096056       8925.9793
3.000       410.16634    0.0030012034       10491.697
3.000       418.20881    0.0032041174       11872.939
3.000       426.25129    0.0025038032       9823.5297
3.000       434.29377    0.0024750147       10270.671
3.000       442.33625    0.0025886460       11350.121
3.000       450.37872    0.0034017954       15743.890
3.000       458.42120    0.0021118836       10307.048
3.000       466.46368    0.0026752868       13756.061
3.000       474.50615    0.0024549630       13287.423
3.000       482.54863    0.0028894442       16447.801
3.000       490.59111    0.0031319488       18734.579
3.000       498.63359    0.0025529309       16034.444
3.000       506.67606    0.0025408022       16742.962
3.000       514.71854    0.0030693196       21204.196
2.750     0.015707963       1206.5308   0.00023690178
2.750     0.031415927       2835.8622    0.0044545619
2.750     0.047123890       1434.1906    0.0076032720
2.750     0.062831853       1218.7434     0.015315181
2.750     0.078539816       906.03326     0.022237402
2.750     0.094247780       677.14069     0.028718553
2.750      0.10995574       557.28798     0.037532171
2.750      0.12566371       505.95303     0.050863946
2.750      0.14137167       358.85436     0.051365988
2.750      0.15707963       308.57710     0.060588971
2.750      0.17278760       273.22812     0.071405776
2.750      0.18849556       249.41097     0.084623150
2.750      0.20420352       216.54672     0.093413913
2.750      0.21991149       192.16586      0.10353573
2.750      0.23561945       169.06744      0.11203756
2.750      0.25132741       156.67846      0.12600830
2.750      0.26703538       134.27551      0.12953092
2.750      0.28274334       121.00785      0.13856736
2.750      0.29845130       108.95678      0.14673879
2.750      0.31415927       98.668378      0.15498793
2.750      0.32986723       90.284991      0.16417361
2.750      0.34557519       81.427550      0.17024301
2.750      0.36128316       77.317614      0.18471061
2.750      0.37699112       70.064580      0.19017882
2.750      0.39269908       65.409401      0.20067353
2.750      0.40840704       62.130402      0.21441447
2.750      0.42411501       57.542058      0.22238555
2.750      0.43982297       54.204097      0.23363403
2.750      0.45553093       50.495193      0.24180981
2.750      0.47123890       47.767681      0.25323738
2.750      0.48694686       43.937736      0.25701155
2.750      0.50265482       42.205148      0.27154715
2.750      0.51836279       39.678677      0.27998122
2.750      0.53407075       37.794126      0.29166945
2.750      0.54977871       36.085742      0.30378733
2.750      0.56548668       34.630734      0.31724814
2.750      0.58119464       32.541048      0.32364328
2.750      0.59690260       30.841763      0.33229199
2.750      0.61261057       29.480369      0.34336547
2.750      0.62831853       28.117093      0.35332982
