% z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
0.000       26.640706       1.2160497       1164.8199
0.000       27.143361       1.1711834       1186.5499
0.000       27.646015       1.1186784       1197.4934
0.000       28.148670       1.0858536       1226.9170
0.000       28.651325       1.0441840       1244.1749
0.000       29.153980       1.0124896       1271.0258
0.000       29.656635      0.98296837       1298.8991
0.000       30.159289      0.93965519       1305.8765
0.000       30.661944      0.90861996       1326.9410
0.000       31.164599      0.88264995       1353.4537
0.000       31.667254      0.86503758       1391.6706
0.000       32.169909      0.83700431       1411.7163
0.000       33.175218      0.78871403       1458.9191
0.000       34.180528      0.73743916       1491.8761
0.000       35.185838      0.70760157       1561.5746
0.000       36.191147      0.64838169       1557.0697
0.000       37.196457      0.62546550       1630.7160
0.000       38.201767      0.61413214       1734.5324
0.000       39.207076      0.58102314       1774.0141
0.000       40.212386      0.54413938       1792.5032
0.000       41.217696      0.52290266       1854.9928
0.000       42.223005      0.49658334       1893.6941
0.000       43.228315      0.46909202       1919.6994
0.000       44.233625      0.45158293       1980.0008
0.000       45.238934      0.43697134       2049.5585
0.000       46.244244      0.42786869       2143.6497
0.000       47.249554      0.40985851       2190.2684
0.000       48.254863      0.39619367       2255.2831
0.000       49.260173      0.38179014       2311.9730
0.000       50.265482      0.36394029       2341.5852
0.000       51.270792      0.35712430       2438.3708
0.000       52.276102      0.34116987       2469.1673
0.000       53.281411      0.32585813       2497.0428
0.000       54.286721      0.32228965       2612.1460
0.000       55.292031      0.30745742       2632.9515
0.000       56.297340      0.30305149       2739.3676
0.000       57.302650      0.29227174       2786.0006
0.000       58.307960      0.28310090       2843.1190
0.000       59.313269      0.27193369       2874.6758
0.000       60.318579      0.27237345       3028.2263
0.000       61.323889      0.26029589       3041.0714
0.000       62.329198      0.24907971       3055.5067
0.000       63.334508      0.24653470       3172.9960
0.000       64.339818      0.23982092       3235.9127
0.000       66.350437      0.22864360       3383.4571
0.000       68.361056      0.21744141       3519.1584
0.000       70.371675      0.20758547       3664.8894
0.000       72.382295      0.19365115       3720.3808
0.000       74.392914      0.18960778       3954.7690
0.000       76.403533      0.18182245       4108.2617
0.000       78.414153      0.17261182       4216.2285
0.000       80.424772      0.16479296       4342.8861
0.000       82.435391      0.16131150       4578.0095
0.000       84.446011      0.15538497       4740.4185
0.000       86.456630      0.14925467       4886.4458
0.000       88.467249      0.14334547       5028.0755
0.000       90.477868      0.13911622       5220.0555
0.000       92.488488      0.13348925       5350.3179
0.000       94.499107      0.12954983       5538.4752
0.000       96.509726      0.12692842       5780.1934
0.000       98.520346      0.12108152       5865.7816
0.000       100.53096      0.11736982       6041.2421
0.000       102.54158      0.11400564       6227.2553
0.000       104.55220      0.11189486       6478.5819
0.000       106.56282      0.10680313       6547.4377
0.000       108.57344      0.10574025       6856.1676
0.000       110.58406      0.10221011       7002.3162
0.000       112.59468     0.098856396       7148.7261
0.000       114.60530     0.097546852       7438.7100
0.000       116.61592     0.094663917       7605.5084
0.000       118.62654     0.093609651       7916.5591
0.000       120.63716     0.089594043       7968.7956
0.000       122.64778     0.089689307       8382.8168
